videos_SNL_2020-07.csv,2020-09-01 14:46:33.951428
videos_Singh_2020-07.csv,2020-09-01 14:46:33.952684
videos_Kimmel_2020-07.csv,2020-09-01 14:46:33.957684
videos_Bee_2020-07.csv,2020-09-01 14:46:33.959702
videos_Noah_2020-07.csv,2020-09-01 14:46:33.961780
videos_Oliver_2020-07.csv,2020-09-01 14:46:33.962871
videos_Corden_2020-07.csv,2020-09-01 14:46:33.964170
videos_Maher_2020-07.csv,2020-09-01 14:46:33.965324
videos_Conan_2020-07.csv,2020-09-01 14:46:33.976063
videos_Minhaj_2020-07.csv,2020-09-01 14:46:33.977221
videos_Colbert_2020-07.csv,2020-09-01 14:46:33.984825
videos_Fallon_2020-07.csv,2020-09-01 14:46:33.991534
videos_Meyers_2020-07.csv,2020-09-01 14:46:33.997799
videos_Meyers_2020-08.csv,2020-09-01 14:52:40.455709
videos_Fallon_2020-08.csv,2020-09-01 14:52:41.183344
videos_Conan_2020-08.csv,2020-09-01 14:52:41.599997
videos_Colbert_2020-08.csv,2020-09-01 14:52:42.073962
videos_Minhaj_2020-08.csv,2020-09-01 14:52:42.075260
videos_Corden_2020-08.csv,2020-09-01 14:52:42.336724
videos_Maher_2020-08.csv,2020-09-01 14:52:42.402149
videos_Noah_2020-08.csv,2020-09-01 14:52:42.647933
videos_Oliver_2020-08.csv,2020-09-01 14:52:42.659780
videos_Bee_2020-08.csv,2020-09-01 14:52:42.694019
videos_Kimmel_2020-08.csv,2020-09-01 14:52:42.767469
videos_SNL_2020-08.csv,2020-09-01 14:52:42.769270
videos_Singh_2020-08.csv,2020-09-01 14:52:42.773555
comments_Meyers_2020-08.csv,2020-09-01 14:59:26.748606
comments_Singh_2020-08.csv,2020-09-01 14:59:28.098706
comments_Fallon_2020-08.csv,2020-09-01 15:02:57.598252
comments_Minhaj_2020-08.csv,2020-09-01 15:02:57.600489
comments_Corden_2020-08.csv,2020-09-01 15:04:56.718163
comments_SNL_2020-08.csv,2020-09-01 15:04:56.721020
comments_Conan_2020-08.csv,2020-09-01 15:06:12.583346
comments_Oliver_2020-08.csv,2020-09-01 15:09:55.499017
comments_Colbert_2020-08.csv,2020-09-01 15:19:34.513603
comments_Maher_2020-08.csv,2020-09-01 15:21:55.946706
comments_Bee_2020-08.csv,2020-09-01 15:22:15.550415
comments_Kimmel_2020-08.csv,2020-09-01 15:23:01.614385
comments_Noah_2020-08.csv,2020-09-01 15:38:17.614980
