videos_Bee_2019-08.csv,2019-09-02 14:14:43.724851
videos_Noah_2019-08.csv,2019-09-02 14:14:43.914596
videos_Oliver_2019-08.csv,2019-09-02 14:14:43.926836
videos_SNL_2019-08.csv,2019-09-02 14:14:43.996595
videos_Kimmel_2019-08.csv,2019-09-02 14:14:44.147824
videos_Fallon_2019-08.csv,2019-09-02 14:14:44.281474
videos_Meyers_2019-08.csv,2019-09-02 14:14:44.436662
videos_Corden_2019-08.csv,2019-09-02 14:14:44.646587
videos_Maher_2019-08.csv,2019-09-02 14:14:44.677569
videos_Minhaj_2019-08.csv,2019-09-02 14:14:44.687495
videos_Colbert_2019-08.csv,2019-09-02 14:14:44.796488
videos_Conan_2019-08.csv,2019-09-02 14:14:44.910132
comments_Colbert_2019-08.csv,2019-09-02 14:19:20.179072
comments_Maher_2019-08.csv,2019-09-02 14:20:53.509998
comments_SNL_2019-08.csv,2019-09-02 14:21:08.798855
comments_Oliver_2019-08.csv,2019-09-02 14:22:34.558597
comments_Conan_2019-08.csv,2019-09-02 14:24:00.677820
comments_Noah_2019-08.csv,2019-09-02 14:29:45.216354
comments_Bee_2019-08.csv,2019-09-02 14:30:00.123773
comments_Kimmel_2019-08.csv,2019-09-02 14:32:18.650338
comments_Fallon_2019-08.csv,2019-09-02 14:34:21.761846
comments_Meyers_2019-08.csv,2019-09-02 14:36:30.755002
comments_Corden_2019-08.csv,2019-09-02 14:37:25.781658
comments_Minhaj_2019-08.csv,2019-09-02 14:38:18.710141
videos_Bee_2019-09.csv,2019-10-03 09:48:33.548531
videos_Oliver_2019-09.csv,2019-10-03 09:48:33.565869
videos_Noah_2019-09.csv,2019-10-03 09:48:33.827229
videos_SNL_2019-09.csv,2019-10-03 09:48:33.916051
videos_Singh_2019-09.csv,2019-10-03 09:48:34.081101
videos_Kimmel_2019-09.csv,2019-10-03 09:48:34.693653
videos_Fallon_2019-09.csv,2019-10-03 09:48:35.031075
videos_Meyers_2019-09.csv,2019-10-03 09:48:35.226820
videos_Corden_2019-09.csv,2019-10-03 09:48:35.394776
videos_Maher_2019-09.csv,2019-10-03 09:48:35.432318
videos_Conan_2019-09.csv,2019-10-03 09:48:35.565990
videos_Minhaj_2019-09.csv,2019-10-03 09:48:35.581103
videos_Colbert_2019-09.csv,2019-10-03 09:48:35.820614
comments_Maher_2019-09.csv,2019-10-03 09:50:32.808058
comments_Colbert_2019-09.csv,2019-10-03 10:00:05.551026
comments_SNL_2019-09.csv,2019-10-03 10:02:47.419326
comments_Conan_2019-09.csv,2019-10-03 10:04:09.641495
comments_Oliver_2019-09.csv,2019-10-03 10:05:16.233221
comments_Noah_2019-09.csv,2019-10-03 10:10:06.985134
comments_Kimmel_2019-09.csv,2019-10-03 10:13:36.286550
comments_Bee_2019-09.csv,2019-10-03 10:13:59.824267
comments_Singh_2019-09.csv,2019-10-03 10:16:13.788309
comments_Fallon_2019-09.csv,2019-10-03 10:20:32.872704
comments_Meyers_2019-09.csv,2019-10-03 10:23:41.886678
comments_Corden_2019-09.csv,2019-10-03 10:25:33.286664
comments_Minhaj_2019-09.csv,2019-10-03 10:26:04.383773
