videos_Conan_2019-11.csv,2020-01-05 17:01:36.080414
videos_Colbert_2019-11.csv,2020-01-05 17:01:37.740587
videos_Minhaj_2019-11.csv,2020-01-05 17:01:37.757486
videos_Maher_2019-11.csv,2020-01-05 17:01:38.040989
videos_Corden_2019-11.csv,2020-01-05 17:01:38.739137
videos_Meyers_2019-11.csv,2020-01-05 17:01:39.731164
videos_Fallon_2019-11.csv,2020-01-05 17:01:40.491450
videos_Kimmel_2019-11.csv,2020-01-05 17:01:41.025080
videos_Singh_2019-11.csv,2020-01-05 17:01:41.453641
videos_SNL_2019-11.csv,2020-01-05 17:01:41.464522
videos_Oliver_2019-11.csv,2020-01-05 17:01:41.476508
videos_Noah_2019-11.csv,2020-01-05 17:01:42.027280
videos_Bee_2019-11.csv,2020-01-05 17:01:42.073257
comments_Minhaj_2019-11.csv,2020-01-05 17:02:53.372154
comments_Corden_2019-11.csv,2020-01-05 17:06:19.168546
comments_Meyers_2019-11.csv,2020-01-05 17:10:55.286103
comments_Singh_2019-11.csv,2020-01-05 17:11:55.503943
comments_Fallon_2019-11.csv,2020-01-05 17:16:58.517675
comments_Kimmel_2019-11.csv,2020-01-05 17:21:09.337731
comments_Bee_2019-11.csv,2020-01-05 17:21:33.783682
comments_Noah_2019-11.csv,2020-01-05 17:25:49.707464
comments_Conan_2019-11.csv,2020-01-05 17:27:32.508866
comments_Oliver_2019-11.csv,2020-01-05 17:29:32.457150
comments_SNL_2019-11.csv,2020-01-05 17:29:32.879748
comments_Maher_2019-11.csv,2020-01-05 17:30:34.066516
comments_Colbert_2019-11.csv,2020-01-05 17:37:23.302229
